Annotation-Level1,Text,Annotation-Level2
Threat,Finna gonna catch these hands and it'll be the last thing you do,Sexist
Threat,I'll make you drink bleach maybe that'll help you ,Sexist
Threat,I'll get you back even if it's the last thing I do,Sexist
Threat,Your cock sucking ass can choke on mine and die,Sexist
Threat,Milf? Monster I'd like to fucking kill yoi,Sexist
Threat,Go ahead hon take your tits out I'll chop em off like meat,Sexist
Threat,I wonder what'll kill you first my cock choking you or my K rod raping you,Sexist
Threat,Be the change you want to see right? I guess that means I gotta take out of this world myself,Sexist
Threat,Bomb outside. Now. ,Sexist
Threat,Bitch you better hide,Sexist
Threat,I'll dick you down maybe that'll kill your ego,Sexist
Threat,You're pretty but not that pretty shut up or I'll make you,Sexist
Threat,I'm going to K-word you for real,Sexist
Threat,Sweetie no amount of security can save you from me,Sexist
Threat,Nobody wants you alive yet I'm the only one willing to do something about it,Sexist
Threat,;Revenge is a dish best served cold... see you soon ;;);,Sexist
Threat,I wonder if your car will be found in the lake tomorrow morning,Sexist
Threat,Just fucking shut the fuck up because otherwise I'll make you,Sexist
Threat,You fucking dishwasher bitch stop acting like you know stuff or you gonna catch these hands,Sexist
Threat,I'll rape you till you die how does that sound ,Sexist
Threat,Bitch shut up don't make me kill you,Sexist
Threat,All I want to do is to fucking kill you,Sexist
Threat,Wondering how many cocks it'll take to fill your big loud mouth black bitch,Sexist
Threat,I'll shoot you in the cunt on behalf on the United States,Sexist
Threat,Go take care of your cunt stop pretending you know things or else you'll have hell to pay,Sexist
Threat,I'll skin you and chop your body up and scatter a piece across the country you wanna be cunt,Sexist
Threat,What makes you think you can run a country stfu or I'll put one in your cunt,Sexist
Threat,I'll destroy your patriotic cunt ,Sexist
Threat,Can I just say if you don't stfu I will destroy your cunt,Sexist
Threat,Do you think your cunt is big enough for my K-rod bitch,Sexist
Threat,I'd call you a whore but no one probably even touched your cunt yet ugly bitch I'm gonna kill you,Sexist
Threat,Ugly bitch I'll remove you from this planet,Sexist
Threat,Why do you pretend to know stuff? People who pretend to know stuff get in trouble just saying,Sexist
Threat,Stfu bitch why are you hell bent on getting killed? I mean idm giving you what you seem to want tho,Sexist
Threat,You're gonna drown in your own swimming pool,Sexist
Threat,I'll bring you what you deserve be warned ,Sexist
Threat ,Jeez bitch you talk so much I'll sew your lips shut,Sexist
Threat,I'll kill your kids before they turn into feminists like you,Sexist
Threat,You think you'll enjoy watching me kill your husband? ,Sexist
Threat,Two words- Dead bitch ,Sexist
Threat,I'll rip your cunt apart homophobic bitch,Sexist
Threat,My only dream in life is to kill you and it'll come true real quick,Sexist
Threat,I'll skin you alive like a chicken ,Sexist
Threat,You deserve to be tortured and killed and you get what you fucking deserve,Sexist
Threat,I'll fucking kill you ,Sexist
Threat ,Do you think I wont absolutely murder you when I see you because you think wrong then,Sexist
Threat,See you tonight and I'll be the last thing you ever see. ,Sexist
Threat,Your cunt being destroyed is the last thing you'll feel,Sexist
Threat,Does your life flash before your eyes when you die? I guess you'll find out today. ,Sexist
Threat ,I wish you'd fucking die so I didn't have to go to jail for killing you but not all of us can get what we wish for,Sexist
Threat,I'll fucking strangle you,Sexist
Threat,Don't test me bitch you won't survive it,Sexist
Threat,Black eye? Nah bitch you gonna have a blue body after I'm through with you,Sexist
Threat,;Enjoy your last day on Earth ;;);,Sexist
Threat,I live for the night I'll watch the life leave your eyes,Sexist
Threat,I'll put a bullet in your cunt,Sexist
Threat,Your pussy will be unrepairable after I'm done with you,Sexist
Threat,I will strangle you bitch,Sexist
Threat,Guess what? Your daughter isn't safe as long as I breathe.,Sexist
Threat,I'll break every bone in your body and make you count them as long as you're alive,Sexist
Threat,Bitch you gon die real soon,Sexist
Threat,I hate your guts I'll destroy you,Sexist
Threat,You black bitches better stop pretending like you know shit or you're all gonna die ,Sexist
Threat,I fucking swear I'll beat the shit out of you,Sexist
Threat,I'll beat the shit out of you cunt,Sexist
Threat,Ngl I'm gonna smother your ass,Sexist
Threat,Your cunt is so gonna take a beating lol ,Sexist
Threat,Bitch gon die ,Sexist
Threat,Fucking whore you'll get your ass destroyed if you run into me in an alley,Sexist
Threat,Can you fucking shut up or do I need to rip your throat our because I will,Sexist
Threat,Milf? Mother I'd like to fucking kill you ,Sexist
Threat,I'll fucking suffocate the air out of you,Sexist
Threat,You gonna drown ,Sexist
Threat,Listen here I'm coming for you bitch,Sexist
Threat,I swear it on my life I will kill you even if it's the last thing I do,Sexist
Threat,How does it feel knowing you won't ever be able to see your daughter again?,Sexist
Threat,Be ready to take your last breath today. ,Sexist
Threat,Fucking whore I hate you I'll kill you,Sexist
Threat,Bitch I'll snap your neck like a twig,Sexist
Threat,I'll kick you in your cunt so hard that you'll feel it in your stomach sick bitch,Sexist
Threat,Your fake ass is about to die,Sexist
Threat,Take one in the cunt come on you deserve it,Sexist
Threat,I swear I'll K word you,Sexist
Threat ,Are you ready for my knife? ,Sexist
Threat,Bomb Threat but you don't deserve this warning. ,Sexist
Threat,Your cunt about to get it real bad slut,Sexist
Threat,God never meant for you to be here and I intend to help him out,Sexist
Threat,You can run but you can't hide see you soon you big slut,Sexist
Threat,I'm gonna bite your nipples off and pour acid on your huge breasts,Sexist
Threat,Is it kinky if I imagine killing you while I'm raping you? ,Sexist
Threat,Aye ho guess who's gonna die next? ,Sexist
Threat,I'm going to finish you off when you're least expecting it,Sexist
Threat,I'll shoot you in the pussy you anti gun bitch,Sexist
Threat,;Gotta rod with your name on it ;;);,Sexist
Threat ,IWFKY: I will fucking kill you,Sexist
Threat,Lowkey sure there would be a special place in heaven for me if I took you off the planet tomorrow,Sexist
Threat,I'll shove bleach down your throat,Sexist
Threat,I'll fucking set you on fire feminazi bitch,Sexist
Threat,Imma rip your head off,Sexist
Threat,When I say I'm going to kill you I'm serious,Sexist
Threat,I literally think of killing you the first thing I wake up in the morning  ,Sexist
Threat,Motherfucker I will fucking kill you,Sexist
Threat,It's 7:13pm and all I wanna do is kill you,Sexist
Threat,I get off on thinking of what it'll be like to kill you,Sexist
Threat,What would a bitch like you know about running the country? Shut up before it's too late to save yourself,Sexist
Threat,I will fucking destroy your guts ,Sexist
Threat,I'm telling you I'll fucking kill you,Sexist
Threat,Nigga you better protect your slut cuz I b comin for her and she aint gonna survive me,Sexist
Threat,I'm gonna rape your pretty little cunt if you lose tonight,Sexist
Threat,Lose today see what happens bitch,Sexist
Threat,Nigga imma fuck up your wife if you fuck this up today ,Sexist
Threat,If you disgrace the team like that ever again your pretty little wife won't even know what hit her,Sexist
Threat,You're a disgrace I'm coming for you,Sexist
Threat,It's my life's ambition to rape and kill you feminist fucker,Sexist
Threat,Lets see how you do with that big mouth of yours tonight I bet it won't survive my dick,Sexist
Threat,If I ever see you I'll fucking shoot you,Sexist
Threat,Bitch imma waterboard you,Sexist
Threat,Listen up bitch you're being watched and your time is limited,Sexist
Threat,You aren't safe your daughter isn't safe hell your mom isn't safe either,Sexist
Threat,Hide your kids bitch I'll rape them all,Sexist
Threat,Let's see if your still transphobic after I shoot a load in your mouth dyke ,Sexist
Threat,Report this all you want I'm still gonna rape you to death,Sexist
Threat,You aint gonna survive this dick bitch,Sexist
Threat,I swear I'll destroy your feminist pussy,Sexist
Threat,Gonna rape you in the middle of your lane,Sexist
Threat,I'll kill your whole family,Sexist
Threat,I ain't even playin I be murdering your kids tonite,Sexist
Threat,You might survive this dick but your mom won't,Sexist
Threat,I'm going to find you and fuck you,Sexist
Threat,I'll be waiting till your daughter turns 18 and then she gonna get some,Sexist
Threat,Be afraid,Sexist
Threat,Imma dig your pussy out whore,Sexist
Threat,Hide your girls I'm not even kidding,Sexist
Threat,I'm literally going to rip your pussy into shreds,Sexist
Threat,Nobody ever gonna rape you because of your face but I will kill you,Sexist
Threat,I'll cut your boobs off before I kill you,Sexist
Threat,You belong in the kitchen and that's where I'll kill you,Sexist
Threat,Hey I'm from Al Qaeda and I'm gonna do something real big ,Sexist
Threat,I will fucking come to your house and dry rape you (srs) prepare your anus,Sexist
Threat,I'll kill every single person in this facility you're all DEAD,Sexist
Threat,You're getting stabbed I will kill you,Sexist
Threat,I'm gonna shoot up this college man,Sexist
Threat,I will shoot your ass on sight,Sexist
Threat,You should be afraid of me ngl,Sexist
Threat,Three words slut- prepare your pussy,Sexist
Threat,Ho ho ho merry Christmas I brought you a coffin,Sexist
Threat,I am dead serious I will kill you tomorrow,Sexist
Threat,I wonder if it might be fun to shoot up a school but Imma find out tmr,Sexist
Threat,Forget your kids their unborn kids aren't safe either,Sexist
Threat,Imma dunk your head in a pool of bleach,Sexist
Threat,I promise you one of these days you'll get what's coming your way,Sexist
Threat,Your building is going to be blown to smithereens,Sexist
Threat,Constantly thinking about how good it'll feel to finally kill you :),Sexist
Threat,I'll hang all of you,Sexist
Threat,Gonna use that red scarf of yours as a noose honey,Sexist
Threat,Ik you hate everything but try and enjoy your last day on Earth,Sexist
Threat,You're a disgrace to this country and itd be my patriotic honour to kill you,Sexist
Threat,You wouldn't know governance if it came and bit you in the ass but you about to find out what choking means,Sexist
Threat,Lock your doors tonight. It won't help but do it anyway.,Sexist
Threat,You're gonna choke on my penis and drown because of my cum in your lungs,Sexist
Threat,If you as smart as you think you gonna be afraid,Sexist
Threat,You can run but you can't hide from me,Sexist
Threat,When life gives you lemons shove em up her ass,Sexist
Threat,I'm gonna form a rape train who's with me,Sexist
Threat,Can you take one for the team and by one I mean one bullet because that's what you'll get,Sexist
Threat,I'll fucking kill you you oversmart bitch,Sexist
Threat,Your cunt is gonna get wrecked,Sexist
Threat,Beware bitch your days are numbered,Sexist
Threat,You got hours left girl literally hours,Sexist
Threat,For fucks sake just spread your legs when you see me tonight because I don't wanna hurt you before I fuck you,Sexist
Threat,Your baby girl gonna get this dicc,Sexist
Threat,Nope nope nope see you tonight in hell bitch you,Sexist
Threat,Whoreeee gonnnaa dieee,Sexist
Threat,Im coming for you you better watch yo back,Sexist
Threat,I will find you and I will kill you,Sexist
Threat,I will kill you,Sexist
Threat,Prepare your pussy,Sexist
Threat,The last thing you will feel is my hands around your neck,Sexist
Threat,Gon rape yo ass,Sexist
Threat,Comin to fuck your ass up,Sexist
